ID,LessonID,Word,vi,en
9201,47,축제 관련 어휘,Từ vựng liên quan đến lễ hội,Vocabulary related to the festival
9202,47,축제를 하다,"Tổ chức lễ hội, tiến hành lễ hội…","Organizing festivals, conducting festivals ..."
9203,47,영화제를 하다,(Làm/ tổ chức/ mở…) liên hoan phim,(Making / organizing / opening ...) film festivals
9204,47,전시회를 하다,(Làm/ tổ chức/ mở…) hội chợ triển lãm,(Making / organizing / opening ...) fairs
9205,47,불꽃놀이를 하다,(Làm/ tổ chức/ mở…) hội bắn pháo hoa,(Making / organizing / opening ...) the fireworks festival
9206,47,벼룩시장을 열다,Mở chợ đồ cũ,Open second hand market
9207,47,공연을 보다,"Xem biểu diễn, xem công diễn","Watching performances, watching concerts"
9208,47,체험 행사를 하다,(Làm/ tổ chức/ mở…) sự kiện trải nghiệm,(Making / organizing / opening ...) event experience
9209,47,행사 관련 어휘,Từ vựng liên quan đến sự kiện,Vocabulary related to the event
9210,47,기념식을 하다,Làm lễ kỷ niệm,Celebrate
9211,47,행사를 개최하다,"Tổ chức sự kiện, buổi lễ","Event organization, ceremony"
9212,47,행사가 열리다,"Sự kiện/ buổi lễ được tổ chức, diễn ra sự kiện","Event / ceremony held, event took place"
9213,47,장소,"Địa điểm, vị trí","Location, location"
9214,47,날짜,Ngày tháng,Date
9215,47,주최,"Sự chủ trì, sự đăng cai tổ chức",Presiding and organizing
9216,47,후원,"Sự tài trợ, sự hậu thuẫn, sự hỗ trợ","Sponsorship, support, support"
9217,47,영화제,Liên hoan phim,Film festival
9218,47,개막식,Lễ khai mạc,Opening ceremony
9219,47,이따,Lát nữa,By and by
9220,47,개최되다,Được tổ chức,Be held
9221,47,유명,Sự nổi tiếng,The famous
9222,47,진주남강유등축제,Lễ hội đèn lồng NamGang Jinju,NamGang Jinju lantern festival
9223,47,계속되다,Được kéo dài,Is stretched
9224,47,도시,"Thành phố, đô thị","City, urban"
9225,47,전체,Toàn thể,Whole
9226,47,온통,"Toàn bộ, hoàn toàn, trọn vẹn","Complete, complete, complete"
9227,47,분위기,Bầu không khí,Atmosphere
9228,47,화려하다,"Hoa lệ, tráng lệ, sặc sỡ","Gorgeous, gorgeous, colorful"
9229,47,개막,Khai mạc,Opening
9230,47,옛날,Ngày xưa,Once upon a time
9231,47,띄우다,"Thả, thả nổi","Drop, float"
9232,47,유등놀이,Trò chơi đèn lồng/ đèn hoa…,Lantern / flower game ...
9233,47,즐기다,"Tận hưởng, thích thú","Enjoy, enjoy"
9234,47,유래되다,Được bắt nguồn,Started from
9235,47,열리다,"Được mở ra, được tổ chức, diễn ra","Opened, organized, took place"
9236,47,강물,Nước sông,River water
9237,47,전시되다,Được trưng bày,On display
9238,47,다리를 건너다,"Qua cầu, băng qua cầu","Cross the bridge, cross the bridge"
9239,47,다리,Cầu,Bridge
9240,47,또는,"Hoặc, hay là","Or, or"
9241,47,강변,Bờ sông,River bank
9242,47,배,"Tàu, thuyền, xuồng, ghe","Ships, boats, canoes, boats"
9243,47,가까이,"Chỗ gần, gần, một cách gần","Close by, near by"
9244,47,행사,"Sự kiên, buổi lễ, sự tiến hành, sự thực hiện","Events, ceremonies, proceedings, realizations"
9245,47,참가하다,Tham gia,Join
9246,47,빛,"Tia sáng, ánh sáng","Light rays, light"
9247,47,어우러지다,"Hòa hợp, hài hòa","Harmony, harmony"
9248,47,모습,"Hình dáng, hình dạng, bộ dạng","Shape, shape, set"
9249,47,각종,"Các loại, các thứ","Types, things"
9250,47,불꽃놀이,Trò bắn pháo hoa,Firework display
9251,47,같다,"Giống, tựa như","Like, like"
9252,47,축하,"Sự chúc mừng, lời chúc mừng","Congrats, greetings"
9253,47,참여하다,"Tham gia, tham dự","Join, attend"
9254,47,체험,Sự trải nghiệm,Experience
9255,47,그중,Trong số đó,Among them
9256,47,소원,"Ước mơ, nguyện vọng, sự cầu mong","Dreams, aspirations, wishes"
9257,47,적다,"Ghi, chép, ghi lại","Record, copy, record"
9258,47,강,Sông,River
9259,47,미리,Trước,Before
9260,47,민족,dân tộc,nation
9261,47,공존하다,"cùng tồn tại, tương trợ","coexistence, mutual support"
9262,47,다문화사회,xã hội đa văn hóa,Multicultural society
9263,47,제정되다,"được ban hành, được quy định","are issued, are specified"
9264,47,노래자랑,cuộc thi hát,singing contest
9265,47,장기자랑,"cuộc thi biểu diễn tài năng, buổi biểu diễn tài năng","talent show competitions, talent shows"
,,,,
