ID,LessonID,Word,vi,en
10601,54,생활 정보 매체,Phương tiện thông tin cuộc sống,Llife information Media 
10602,54,현수막이 걸리다,Băng rôn được treo,Banners are hung
10603,54,게시판에 붙이다,Dán ở bảng thông báo,Paste in notice board
10604,54,TV/지면 광고에 나오다,"Các quảng cáo xuất hiện trên TV/ mặt báo (đăng quảng cáo trên TV, báo)","The ads appear on TV / newspaper (advertise on TV, newspaper)"
10605,54,전단지를 돌리다,Phát tờ rơi,Leaflets
10606,54,신문에 싣다,Đăng báo,Post newspaper
10607,54,생활 정보지에 나오다,Xuất hiện ở tạp chí chuyên đề cuộc sống,Appeared in life thematic magazine
10608,54,인터넷을 검색하다,Tra cứu trên internet,Look up on the internet
10609,54,광고 문자를 받다,Nhận tin nhắn quảng cáo,Receive promotional messages
10610,54,블로그/SNS에 올리다,Đăng lên blog/ mạng xã hội,Post to blog / social networks (SNS
10611,54,생활 정보 Thông tin đời sống,,
10612,54,"복지, 장애인, 어르신","Phúc lợi, người tàn tật, người cao tuổi","Welfare, the disabled, the elderly"
10613,54,"엔터테인먼트, 예술, 문화","Giải trí (entertainment), nghệ thuật, văn hóa.","Entertainment (entertainment), art, culture."
10614,54,교통,Giao thông,Traffic
10615,54,"여성, 보육, 아동청소년","Phụ nữ, nuôi dạy, trẻ em thanh thiếu niên","Women, raise, children adolescents"
10616,54,"건강, 식품위생","Sức khỏe, vệ sinh thực phẩm","Health, food hygiene"
10617,54,교육,Giáo dục,Education
10618,54,"경제, 일자리","Kinh tế, việc làm","Economics, employment"
10619,54,건설,Xây dựng,Build
10620,54,법,Luật pháp,Law
10621,54,"주택, 도시계획, 부동산","Nhà ở, quy hoạch đô thị, bất động sản","Housing, urban planning, real estate"
10622,54,소비생활,Sinh hoạt tiêu dùng,Consumer activities
10623,54,"환경, 공원, 상수도","Môi trường, công viên, công trình dẫn nước ","Environment, parks, water works"
10624,54,위층,Tầng trên,Up floor
10625,54,계속,"Tiếp tục, liên tục","Continue, continuously"
10626,54,쿵쾅,"Ầm ầm, đùng đùng","Noisy, no use"
10627,54,거리다,"Hậu tố thể hiện nghĩa ""trạng thái đó tiếp nối"" và tạo thành động từ.","The suffix expresses the meaning ""that state continues"" and forms the verb."
10628,54,괴롭다,"Đau khổ, khổ sở","Suffering, misery"
10629,54,종일,"Cả ngày, suốt ngày","All day, all day"
10630,54,뛰어 다니다,"Chạy quanh, chạy khắp","Running around, running around"
10631,54,울다,"Khóc, rít, gầm rú, kêu khóc","Cry, screech, roar, cry"
10632,54,지르다,Gào thét,Scream
10633,54,소리 지르다,La hét ầm ĩ,Scream loudly
10634,54,찾아가다,"Tìm đến, tìm gặp","Find, find"
10635,54, 해결하다,Giải quyết,To handle
10636,54,층간,Trong/ giữa,In / between
10637,54,소음,Tiếng ồn ào,Noise
10638,54,윗집,Nhà phía trên,House above
10639,54,아랫집,Nhà dưới,House down
10640,54,감정,Tình cảm,Affection
10641,54,상하다,"Hỏng, hư hại","Damaged, damaged"
10642,54,감정이 상하다,Tình cảm bị rạn nứt,Emotions cracked
10643,54,경우,"Hoàn cảnh, trường hợp","Circumstances, cases"
10644,54,자꾸,Cứ,Just
10645,54,항의,"Sự phản kháng, sự quở trách","The protest, the rebuke"
10646,54,아마,Có lẽ,Maybe
10647,54,사이,"Khoảng cách, mối quan hệ","Distance, relationship"
10648,54,깎다,"Cắt, gọt","Cut, trim"
10649,54,웃다,Cười,Laugh
10650,54,부탁하다,"Nhờ, phó thác",Beg
10651,54,졸리다,Buồn ngủ,Asleep
10652,54,피로,Sự mệt mỏi,Weariness
10653,54,피로가 풀리다,giải tỏa mệt mỏi,relieve fatigue
10654,54,직장인,Người đi làm,Worker
10655,54,잠자다,Ngủ.( = 자다),Sleep. (= 자다)
10656,54,충분하다,Đủ,Enough
10657,54,감기다,Nhắm,Aim
10658,54,운동량,"Lượng vận động, chế độ vận động","Amount of movement, movement mode"
10659,54,생각되다,"Dường như, được xem là","It seems, is considered"
10660,54,평소,"Thường khi, thường ngày","Usually, everyday"
10661,54,수면,"Sự ngủ, giấc ngủ","Sleep, sleep"
10662,54,늘리다,"Tăng lên, mở rộng","Increase, expand"
10663,54,낮잠,"Giấc ngủ ngày, giấc ngủ trưa","Day sleep, nap"
10664,54,도움이 되다,"Giúp ích, có ích","Helping, helpful"
10665,54,관련되다,Có liên quan,Related
10666,54,자세하다,"Tỉ mỉ, cặn kẽ","Meticulous, thorough"
10667,54,현관,"hành lang, lối ra vào","hallway, entrance"
10668,54,배달,giao hàng,delivery
10669,54,시키다,"Hậu tố tạo thành động từ và thêm nghĩa 'gây khiến, sai khiến'.","Suffixes form verbs and add the meaning 'cause, cause'."
10670,54,결정하다,quyết định,decision
10671,54,수리점,"tiệm sửa chữa, nơi sửa chữa, điểm sửa chữa","repair shop, repair place, repair point"
10672,54,유용하다,"có ích, hữu dụng, hữu ích","useful, useful, helpful"
