ID,LessonID,Word,vi,en
8601,44,성격,Tính cách,Character
8602,44,외향적이다,Hướng ngoại,Outward
8603,44,내성적이다,Hướng nội,Introverted
8604,44,직설적이다,Thẳng thắn,Straight
8605,44,소극적이다,"Tiêu cực, thụ động","Negative, passive"
8606,44,적극적이다,"Tích cực, nhiệt huyết","Positive, enthusiastic"
8607,44,소심하다,"Nhút nhát, rụt rè ","Shy, timid"
8608,44,신중하다,"Thận trọng, kỹ lưỡng, chu đáo","Cautious, thorough, thoughtful"
8609,44,꼼꼼하다,"Cẩn thận, tỉ mỉ",Carefully
8610,44,까다롭다,"Khó tính, kiểu cách, cầu kì","Fastidious, stylish, sophisticated"
8611,44,고집이 세다,"Cố chấp, bướng bỉnh","Stubborn, stubborn"
8612,44,원하다,"Muốn, mong muốn","Wanted, desired"
8613,44,쉽게,Một cách dễ dàng,Easily
8614,44,만족하다,"Thỏa mãn, vừa lòng","Satisfied, satisfied"
8615,44,마음에 들다,"vừa lòng, hài lòng","contentment, contentment"
8616,44,느낌,"Cảm giác, sự cảm nhận","Feelings, sensations"
8617,44,표현하다,"Biểu hiện, thể hiện","Expression, express"
8618,44,스스로,"Tự mình, tự bản thân","Yourself, by yourself"
8619,44,시키다,"Bắt, sai khiến, sai bảo","Getting, making orders, telling security"
8620,44,마음속,"Trong lòng, trong thâm tâm","In my heart, in my heart"
8621,44,꾸미다,"Tô vẽ thêm thắt, dựng chuyện","To paint more, make more stories"
8622,44,챙기다,"Sắp xếp, sửa soạn, thu xếp","Arrange, prepare, organize"
8623,44,실수,"Sự sai sót, sự sơ suất","Mistakes, negligence"
8624,44,빈틈,"Sơ hở, thiếu sót","Loopholes, shortcomings"
8625,44,자신감,"Cảm giác tự tin, sự tự tin","Feeling confident, confidence"
8626,44,자기,Chính mình,Self
8627,44,의견,"Ý kiến, quan điểm","Opinions, views"
8628,44,고치다,"Sửa chữa, chỉnh sửa","Correction, correction"
8629,44,인간의 특성,Đặc điểm con người,Human characteristics
8630,44,호기심이 있다,"Tò mò, có tính tò mò","Curious, curious"
8631,44,추진력이 있다,"Có chí tiến thủ, có khả năng xúc tiến, có khả năng thúc đẩy","There is a will, a promotion, a motivating ability"
8632,44,집중력이 있다,Có khả năng tập trung,Capable of focusing
8633,44,동정심이 많다,Nhiều đồng cảm,Many sympathy
8634,44,독창적이다,Có tính sáng tạo,Be creative
8635,44,책임감이 강하다,Tinh thần trách nhiệm cao,High sense of responsibility
8636,44,참을성이 있다,"Có tính nhẫn nại, tính kiên trì, tình chịu đựng","Be patient, patient, enduring"
8637,44,리더십이 있다,Có khả năng lãnh đạo,Capable leadership
8638,44,새롭다,Mới,New
8639,44,신기하다,"Mới lạ, thần kỳ, lạ thường","New, miraculous, incredible"
8640,44,안타깝다,"Tiếc nuối, thương cảm, xót thương","Regret, compassion, mercy"
8641,44,돕다,"Giúp đỡ, cứu giúp","Help, help"
8642,44,맡다,"Đảm nhận, đảm trách","Take on, take on"
8643,44,중요하게,"Một cách quan trọng, một cách trọng yếu","Crucially, critically"
8644,44,무리,"Đám, bầy","Gangs, swarms"
8645,44,다스리다,Điều hành,Operating
8646,44,이끌다,"Lãnh đạo, dẫn dắt",Leadership and leadership
8647,44,지도자,Người lãnh đạo,Leader
8648,44,로서,"như, với tư cách là","like, as"
8649,44,웃음,"Tiếng cười, nụ cười","Laughter, smile"
8650,44,울음,Sự khóc,Weeping
8651,44,아픔,Nỗi đau,Pain
8652,44,등,"Vân vân, như là","Etc., like"
8653,44,참다,Chịu đựng,Suffer
8654,44,견디다,"Chịu đựng, cầm cự","Endure, endure"
8655,44,목표,Mục tiêu,Target
8656,44,향하다,"Hướng đến, hướng về","Direction, direction"
8657,44,밀다,"Đẩy, hậu thuẫn…","Push, support ..."
