ID,LessonID,Word,vi,en
17401,88,처방,"sự kê đơn, đơn thuốc",Prescription
17402,88,비용,chi phí,cost
17403,88,치료,"trị liệu, sự chữa trị",cure
17404,88,검사,sự kiểm tra,inspection
17405,88,혹은,"hoặc, hay/ đôi khi",or
17406,88,전체,toàn thể,all
17407,88,일부,một phần,part
17408,88,국민건강보험공단,tổ chức/ cơ quan bảo hiểm sức khỏe quốc dân,National Health Insurance Corporation
17409,88,주위,"xung quanh, chung quanh",around
17410,88,의원,"trạm xá, trung tâm y tế",lawmaker
17411,88,배탈,rối loạn tiêu hóa,Upset stomach
17412,88,비교적,"tương đối, khá",Comparative
17413,88,증상,triệu chứng,Symptom
17414,88,외과,"khoa ngoại, bệnh viện ngoại khoa",surgery
17415,88,치과,"nha khoa, bệnh viện nha khoa",Dentist
17416,88,피부과,"khoa da liễu, bệnh viện da liễu",Dermatology
17417,88,내과,"khoa nội, bệnh viện nội khoa",medicine
17418,88,운영하다,"điều hành, vận hành, hoạt động",operate
17419,88,예방접종,"tiêm phòng, chích ngừa",Vaccination
17420,88,각종,"các loại, các thứ",various
17421,88,물리치료,vật lý trị liệu,Physiotherapy
17422,88,세밀하다,"tỉ mỉ, kỹ lưỡng, cặn kẽ",Fine
17423,88,진료의뢰서,"giấy ủy quyền chữa trị, giấy ủy thác điều trị",Medical Referral
17424,88,만약,"nếu, giả dụ, nhỡ như",if
17425,88,응급환자,bệnh nhân cần cấp cứu,Emergency
17426,88,우선,"trước tiên, ưu tiên",priority
17427,88,대원,"thành viên, đội viên",Daewon
17428,88,현장,hiện trường,Scene
17429,88,응급처치,sự sơ cứu,first aid
17430,88,응급실,phòng cấp cứu,emergency room
17431,88,데려다 주다,"đưa đi, chở đi",Take feed
17432,88,몇 가지,"mấy loại, một vài, một số",a few
17433,88,정해지다,được quy định,Destine
17434,88,도둑,trộm cắp,theif
17435,88,범죄,sự phạm tội,crime
17436,88,해양사고,sự cố ngoài biển,Marine accidents
17437,88,재난,"tai nạn, tai ương",calamity
17438,88,생명,"sinh mạng, mạng sống",life
17439,88,재산,tài sản,property
17440,88,지키다,"gìn giữ, bảo vệ",Protect
17441,88,정착시키다,"thiết lập, xây dựng",Settle
17442,88,파손되다,"bị hư hỏng, bị phá hỏng",Break
17443,88,안내표지판,bảng chỉ dẫn,Information signs
17444,88,노후된 건축물,"công trình xây dựng bị cũ nát, lạc hậu",Old buildings
17445,88,제대로,"một cách bài bản, đúng cách…",properly
17446,88,여객선,tàu khách,Ferry
17447,88,철도,"đường ray, đường sắt",railroad
17448,88,요소,yếu tố,Element
17449,88,주도하다,chủ đạo,Lead
17450,88,전개하다,"triển khai, phát triển, mở rộng",Unfold
17451,88,의식,ý thức,Consciousness
17452,88,높이다,"nâng cao, nâng lên",heighten
17453,88,분야,lĩnh vực,Field
17454,88,실천,"việc đưa vào thực tiễn, việc thực hiện",implement
17455,88,과제,bài toán ,assignment
17456,88,정하다,"định, chọn, quyết định",Choose
17457,88,실시하다,"thực thi, thi hành",Enforce
17458,88,점검,sự rà soát,check
17459,88,비롯하다,"bắt đầu, khởi nguồn",Originate
17460,88,이루어지다,"được thực hiện, đạt được, được tạo thành",come true
17461,88,그럼에도 불구하고,"tuy vậy, tuy thế, dù vậy",Nevertheless
17462,88,침착하게,một cách bình tĩnh,Calmly
17463,88,상황,"tình hình, tình huống, hoàn cảnh",situation
17464,88,자세히,"một cách chi tiết, tỉ mỉ, cụ thể",Details
17465,88,당하다,"bị, gặp phải, bị lừa…",encounter
17466,88,당황하다,"hốt hoảng, bối rối",Panic
17467,88,차례대로,lần lượt,In turn
17468,88,대피하다,lánh nạn,Evacuate
17469,88,무엇보다,"hơn tất cả, hơn hết",More than anything
17470,88,평소,"thường khi, thường ngày",usually
17471,88,살피다,"soi xét, xem xét, suy xét",watch
17472,88,발견하다,"phát kiến, phát hiện, tìm ra, tìm thấy",Discover
17473,88,건의하다,"kiến nghị, đề xuất",Suggest
