ID,LessonID,Word,vi,en
22801,115,소송,"sự tố tụng, sự kiện tụng",proceedings
22802,115,공정하게,một cách công bằng ,equally
22803,115,요청하다,yêu cầu,request
22804,115,인하다,"do, bởi, tại",because
22805,115,과도하다,quá mức,exceed
22806,115,납부하다,"nộp, đóng","submit, close"
22807,115,소송을 제기하다,khởi kiện,Sue
22808,115,기구,"dụng cụ, tổ chức ","tools, organization"
22809,115,타협,sự thỏa hiệp ,compromise
22810,115,가급적,"nếu như có thể, như mức có thể","if possible, as much as possible"
22811,115,원만하다,"dễ chịu, suôn sẻ, thân tình ","Pleasant, smooth, friendly"
22812,115,바람직하다,"lý tưởng, đúng đắn","ideal, right"
22813,115,적법하다,hợp pháp,legal
22814,115,의하다,"dựa vào, theo","rely on, follow"
22815,115,절차,"trình tự, quy trình, thủ tục ","order, process, procedure"
22816,115,민사,dân sự,Civil
22817,115,형사,hình sự,Criminal
22818,115,대리,"sự thay thế, sự làm hộ, người đại diện, người thay mặt...","replacement, guardianship, representative"
22819,115,구조,sự cứu hộ,the rescue
22820,115,타인,người khác ,others
22821,115,국가인권위원회,Ủy ban nhân quyền quốc gia,National Human Rights Commission
22822,115,부당하다,"không chính đáng, bất chính, bất công, phi lý","unwarranted, unrighteous, unfair, illogical"
22823,115,당하다,"bị, gặp phải","was, encountered"
22824,115,구제,sự cứu trợ,to relieve
22825,115,개선하다,"cải tiến, cải thiện",improve
22826,115,권고하다,khuyến cáo,recommendation
22827,115,국민권익위원회,Ủy ban quyền công dân,Citizenship Committee
22828,115,부패,tham nhũng,corruption
22829,115,방지,phòng chống,Prevention
22830,115,권익,quyền lợi và lợi ích ,rights and benefits
22831,115,제기하다,"đề xuất, đưa ra",suggestions
22832,115,존재하다,"tồn tại, có thật ","exist, real"
22833,115,불이익,"sự bất lợi, sự trở ngại ","disadvantages, obstacles"
22834,115,유의하다,lưu ý,note
22835,115,권고하다,khuyến cáo,recommendation
22836,115,근거하다,"căn cứ, trên cơ sở","grounds, on the basis of"
22837,115,출연자,"người trình diễn, người biểu diễn",performers
22838,115,놀리다,giễu cợt,ridicule
22839,115,비하하다,coi thường,despise
22840,115,왜곡되다,"bị sai sót, bị nhầm lẫn","be wrong, be confused"
22841,115,편견,cái nhìn phiến diện ,superficial look
22842,115,선입견,định kiến ,prejudice
22843,115,불러일으키다,"khơi dậy, tạo ra, gây ra","arouse, create, cause"
