ID,LessonID,Word,vi,en
21801,110,소속,thuộc về,belong to
21802,110,머무르다,"lưu lại, dừng lại","Save it, stop"
21803,110,단기,ngắn hạn,Short-term
21804,110,장기,dài hạn,long-term
21805,110,머물다,"ở lại, dừng chân","Stay, stop"
21806,110,떠나다,rời khỏi,leave
21807,110,초과하다,"quá, vượt quá","too, beyond"
21808,110,관할,"thẩm quyền, phạm vi quyền hạn","jurisdiction, scope of authority"
21809,110,전입하다,chuyển tới,move to
21810,110,재외동포,đồng bào nước ngoài,foreign compatriots
21811,110,소지자,người sở hữu,owner
21812,110,첨단산업분야,lĩnh vực công nghiệp hiện đại,Modern industrial sector
21813,110,법률,"pháp luật, quy định của pháp luật","laws, regulations of law"
21814,110,용어,"từ chuyên ngành, thuật ngữ chuyên môn","Specialized words, technical terms"
21815,110,사증,thị thực,visa
21816,110,조약,"thỏa thuận, hiệp ước",agreement
21817,110,누리다,hưởng,enjoy
21818,110,마찬가지,giống nhau,same
21819,110,추구하다,"mưu cầu, theo đuổi","pursuing, pursuing"
21820,110,근로기준법,luật về tiêu chuẩn lao động,labor standards law
21821,110,동등하다,"ngang hàng, đồng đẳng",in the same level
21822,110,의하다,"dựa vào, theo","rely on, follow"
21823,110,적절하다,"thích hợp, thích đáng","appropriate, appropriate"
21824,110,고용허가제,"chương trình cấp phép việc làm, chế độ cho phép sử dụng lao động",employment licensing program
21825,110,이행하다,"thực hiện, thực thi",perform
21826,110,유엔아동 권리협약,công ước Liên Hợp Quốc (UN) về quyền trẻ em,UN Convention on the Rights of the Child
21827,110,신체적,"mặt thân thể, mặt thể xác","body face, body face"
21828,110,재결합,"sự tái hợp, sự đoàn tụ",reunion
21829,110,차별,"phân biệt, kỳ thị",discrimination
21830,110,착취,sự bóc lột,plunderage
