ID,LessonID,Word,vi,en
24201,122,지폐,tiền giấy,Paper money
24202,122,위인,vĩ nhân,great people
24203,122,화폐,"tiền tệ, đồng tiền","currency, money"
24204,122,인물,nhân vật,figure
24205,122,단위,"đơn vị, khối ","unit, block"
24206,122,관직,"công chức, quan chức",civil servants
24207,122,제자,đệ tử,practitioners
24208,122,일생을 바치다,dâng hiến cả cuộc đời,devoted whole life
24209,122,개혁하다,"đổi mới, cải cách","innovation, reform"
24210,122,전쟁을 일으키다,"gây ra chiến tranh, phát động chiến tranh",cause war
24211,122,예상하다,"dự đoán trước, tính toán trước",foresee
24212,122,안타깝다,"tiếc nuối, đáng tiếc",Regretfully
24213,122,위대하다,vĩ đại,mighty
24214,122,손꼽히다,chỉ đếm trên đầu ngón tay,Only count on the fingers
24215,122,기여하다,"góp phần, đóng góp",contribute
24216,122,실리다,"được chất, được đăng, được đưa lên",posted
24217,122,훌륭하다,"ưu tú, xuất sắc",excellence
24218,122,수행하다,thực hiện,perform
24219,122,솜씨,"tài nghệ, sự khéo léo","skill, ingenuity"
24220,122,신분사회,xã hội phân biệt giai cấp,class discrimination society
24221,122,부흥기,thời kỳ phục hưng,Renaissance
24222,122,산수화,tranh sơn thủy,Shui paintings
24223,122,인물화,tranh nhân vật,character paintings
24224,122,해학적,tính hài hước,humor
24225,122,풍속화,tranh phong tục ,customary paintings
24226,122,수공업자,thợ thủ công,Craftsman
24227,122,소재,"chất liệu, nguyên liệu, vật liệu",material
24228,122,길쌈,sự dệt vải,weaving
24229,122,타작,Tuốt (lúa),Threshing
24230,122,대장간,lò rèn,Smithy
24231,122,고기잡이,việc đánh bắt cá/ ngư dân,fishing / fishermen
24232,122,생업,nghề nghiệp kiếm sống,earn a living
24233,122,꾸리다,"quán xuyến, chuẩn bị, thu xếp","manage, prepare, organize"
24234,122,씨름,môn đấu vật,wrestling
24235,122,빨래터,nơi giặt giũ,laundry place
24236,122,우물가,bờ giếng,well
24237,122,정서,tình cảm,emotion
24238,122,밀착되다,"được dính chặt, được gắn bó, thân thiết",be attached
24239,122,일상,cuộc sống thường nhật,daily life
24240,122,간략하다,"ngắn gọn, vắn tắt","Short, concise"
24241,122,생동감,sự sinh động,vividness
24242,122,서당,trường làng,village school
24243,122,주막,quán trọ,inn
24244,122,지리학,địa lý học,geography
24245,122,선구자,người tiên phong,Pioneers
24246,122,각지,các khu vực,areas
24247,122,돌아다니다,đi khắp,go around
24248,122,세밀하다,"tỉ mỉ, cặn kẽ","meticulous, thorough"
24249,122,방방곡곡,"khắp nơi, nơi nơi",everywhere
24250,122,채색 지도,bản đồ màu,color map
24251,122,동여도,tên bản đồ Hàn Quốc do 김정호 làm.,Korean map's name made by 김정호.
24252,122,대동여 지도,"bản đồ 대동여 (Bản đồ bán đảo Hàn do Kim Jeong Ho đi khắp đất nước trực tiếp đo đạc và vẽ ra, được đánh giá là bản đồ khoa học nhất vào thời Joseon.)",대동 여 map
24253,122,섬세하다,"nắn nót, tinh xảo","Leveling, sophisticated"
24254,122,업적,thành tích,achievements
24255,122,여류시인,nữ thi sĩ,poetess
24256,122,홍길동전,Tiểu thuyết bằng chữ Hàn đầu tiên của Hàn Quốc được viết bởi nhà văn 허균; có giá trị phê phán xã hội đương thời thông qua nhân vật chính 홍길동),홍길동 novel
24257,122,누이,"chị gái, em gái ",sister
24258,122,극히,cực kỳ ,extremely
24259,122,당차다,"táo bạo, mạnh mẽ","bold, strong"
24260,122,사대부,"thượng lưu, quý tộc","upper class, nobility"
24261,122,당대,đương đại,nowadays
24262,122,스승,"thầy cô, sư phụ",teachers
24263,122,가문,"gia môn, gia tộc","housekeeper, clan"
24264,122,격려,"sự khích lệ, sự động viên",encouragement
24265,122,비록,"cho dù, mặc dù","whether, though"
24266,122,가부장적,tính gia trưởng,paternalistic
24267,122,마감하다,chấm dứt,end
24268,122,훗날,"sau này, mai sau",Later
24269,122,문인,nhà văn,Writer
24270,122,격찬,"tán dương, ca ngợi hết lời",praise
24271,122,애송되다,được yêu thích học thuộc,loved to memorize
