ID,LessonID,Word,vi,en
23801,120,태조,"Thái tổ, vị vua đầu tiên của triều đại",The first king of the dynasty
23802,120,옮기다,"chuyển, dời","transfer, move"
23803,120,사상,"tư tưởng, lý tưởng","thought, ideal"
23804,120,토대,"nền móng, nền tảng, cơ sở",foundations and bases
23805,120,실천하다,"thực hiện, đưa vào thực tiễn","implement, put into practice"
23806,120,신분제,"chế độ thân phận, chế độ phân biệt đẳng cấp/ phân biệt giai cấp","body status, caste discrimination / class distinction"
23807,120,양반,"lưỡng ban, thượng lưu, quý tộc","bisexual, upper class, aristocratic"
23808,120,중인,giới trung lưu,middle class
23809,120,상민,thường dân,civilian
23810,120,천민,"tiện dân, dân đen","untouchables, black people"
23811,120,다스리다,"cai trị, thống trị",rule
23812,120,신하,hạ thần,lower god
23813,120,정성,"sự hết lòng, sự tận tâm","wholeheartedly, devotion"
23814,120,존경하다,"tôn kính, kính trọng",reverence
23815,120,신뢰하다,"tín nhiệm, tin cậy",trust
23816,120,의지하다,"dựa, tựa vào, nương nhờ vào, nhờ vả vào",lean on
23817,120,여전히,"vẫn, vẫn còn như xưa ","still, still the same"
23818,120,문반,"Ban văn, hàng ngũ quan văn","Writing boards, ranks of writers"
23819,120,무반,"Ban võ, hàng ngũ quan võ","Martial arts committee, martial arts ranks"
23820,120,근본도리,đạo lý căn bản,basic morality
23821,120,강령,"phương châm, điều lệ, quy tắc, ý niệm, nguyên tắc cơ bản","motto, regulation, rule, idea, basic principle"
23822,120,인륜,luân lý,moral
23823,120,삼강,"tam cương, 3 mối quan hệ ràng buộc","Three diamonds, 3 binding relationships"
23824,120,오륜,"ngũ luận, ngũ thường","Five treatises, common sense"
23825,120,도리,"đạo lý, nghĩa vụ, bổn phận ","ethics, obligations, and duties"
23826,120,의리,đạo nghĩa,directing means
23827,120,순서,"thứ tự, tuần tự",sequential order
23828,120,훈민정음,Huấn dân chính âm ,Train people in the main sound
23829,120,자격루,đồng hồ nước ,water clock
23830,120,앙부일구,đồng hồ mặt trời,sundial
23831,120,혼천의,"thiên cầu (1 loại dụng cụ quan trắc vị trí và sự vận động trái đất, mặt trời...)","celestial sphere (1 type of instrument for monitoring the position and movement of the earth, the sun ...)"
23832,120,지정되다,"được quy định, được chỉ định, được công nhận","be specified, designated, recognized"
23833,120,세계기록유산,di sản kỉ lục thế giới,world record heritage
23834,120,천체관측기구,dụng cụ quan trắc thiên thể (vật thể trong vũ trụ),celestial observation device (object in the universe)
23835,120,시각,"thời giờ, thời khắc","time, moment"
23836,120,절기,"mùa, sự phân thành tiết khí","season, cleavage"
23837,120,더불어,"cùng với, cùng nhau",with
23838,120,농사짓다,làm nông,farming
23839,120,정책을 펼치다,mở rộng chính sách,policy extension
23840,120,편찬하다,biên soạn,compilation
23841,120,시조,"thủy tổ, ông tổ",ancestor
23842,120,방대하다,"khổng lồ, to lớn, đồ sộ","giant, huge, massive"
23843,120,조선왕조실록,"Triều Tiên Vương Triều Thực Lục, Biên niên sử triều đại Joseon","조선왕조실록, Annals of the Joseon Dynasty"
23844,120,망라하다,"bao gồm tất cả, bao gồm hết thảy",include all
23845,120,귀중하다,quý giá,precious
23846,120,신빙성,"độ tin cậy, tính chính xác","reliability, accuracy"
23847,120,의의,ý nghĩa,meaning
23848,120,등재되다,được đăng ký,be registered
23849,120,열람하다,"tham khảo, tìm hiểu","consult, find out"
