ID,LessonID,Word,vi,en
18601,94,해당하다,"phù hợp, tương ứng",Correspond
18602,94,돌아가시다,qua đời,passed away
18603,94,조상,ông bà tổ tiên,Ancestor
18604,94,차례,lễ cúng Tết,order
18605,94,지내다,"làm, tổ chức, tham gia, trải qua…",stay
18606,94,절을 올리다,cúi lạy,Raise a bow
18607,94,세배,lạy chào năm mới  ,perform new year's bow
18608,94,덕담,lời chúc tốt đẹp,words of blessing
18609,94,세뱃돈,"tiền mừng tuổi, tiền lì xì",new year's money
18610,94,설빔 ,"quần áo tết, đồ tết",new clothes for the New Year
18611,94,곱다,"đẹp, thanh tao",pretty
18612,94,화려하다,"rực rỡ, sặc sỡ",Gorgeous
18613,94,색동옷 ,áo kẻ nhiều màu ,Saekdong clothes
18614,94,장수,sự trường thọ,Long live
18615,94,가래떡 ,bánh bột gạo,Garae Tteok
18616,94,납작하다,dẹt,Flat
18617,94,썰다,"cắt, thái",chop
18618,94,산소 ,"mộ phần, phần mộ, mộ",Oxygen
18619,94,성묘,Tảo mộ,Holy Sepulcher
18620,94,윷놀이,trò chơi Yuk,Play
18621,94,연날리기,trò chơi thả diều,Kite flying
18622,94,제기차기,trò chơi đá cầu ,Filed
18623,94,정월대보름,Rằm tháng riêng,"the 15th day of the New Year according to the lunar calendar, the day of the first full moon of the lunar year"
18624,94,수확하다,thu hoạch,Harvest
18625,94,시기 ,"thời kỳ, thời điểm",Time
18626,94,풍성하다,"dồi dào, phong phú",Enrich
18627,94,햇곡식 ,"lương thực mới thu hoạch, ngũ cốc mới thu hoạch",New crop
18628,94,햇과일 ,hoa quả mới thu hoạch,Fresh fruit
18629,94,차례를 지내다,làm lễ cúng.,Have a turn
18630,94,벌초하다,"nhổ cỏ, làm sạch mộ",Moisturize
18631,94,묘지 ,bia mộ,Cemetry
18632,94,풀을 베다,"cắt cỏ, nhổ cỏ",Mow
18633,94,송편,Bánh ăn vào ngày trung thu,songpyeon
18634,94,솔잎 ,lá thông,pine needles
18635,94,찌다,hấp,steam
18636,94,보름달 ,trăng rằm,full moon
18637,94,바라보다,"quan sát, ngắm, nhìn thẳng…",Look at
18638,94,소원 ,"mơ ước, nguyện vọng",wish
18639,94,소원을 빌다,nguyện ước,Make a wish
18640,94,강강술래 ,múa 강강술래,Ganggangsullae
