ID,LessonID,Word,vi,en
19801,100,이해관계,"quan hệ lợi hại, quan hệ lợi ích",beneficial relations
19802,100,조정하다,"điều chỉnh, dàn xếp","adjust, mediate"
19803,100,통치하다,thống trị,dominate
19804,100,좁히다,thu hẹp,narrow
19805,100,이롭다,"có lợi, tốt cho, có ích cho","beneficial, good for, useful for"
19806,100,헌법,hiến pháp,Constitution
19807,100,공화국,đất nước cộng hòa,republic country
19808,100,밝히다,làm rõ,clarify
19809,100,주권,chủ quyền,sovereignty
19810,100,권리,quyền lợi,right
19811,100,행사하다,"thực thi, thực hiện","execution, execution"
19812,100,인간,con người,human
19813,100,존엄성,tính tôn nghiêm,solemnity
19814,100,평등,bình đẳng,Equality
19815,100,하여금,một cách bắt buộc,compulsory way
19816,100,도록 하다,"cho, sai, bắt, làm cho…",Order
19817,100,채택하다,"lựa chọn, tuyển chọn","select, select"
19818,100,국민투표,trưng cầu ý dân,referendum
19819,100,부분적,"mang tính bộ phận, một phần…","partial, part ..."
19820,100,역대,"nhiều đời, các đời",many generations
19821,100,이끌다,"lãnh đạo, dẫn dắt","leadership, leadership"
19822,100,제정,sự ban hành,promulgation
19823,100,혁명,cuộc cách mạng,revolution
19824,100,민주화운동,"phong trào dân chủ hóa, cuộc vận động dân chủ hóa","democratization movement, the democratization campaign"
19825,100,항쟁,"sự đấu tranh, cuộc kháng chiến","struggle, resistance"
19826,100,광복,giành lại được chủ quyền,regained sovereignty
19827,100,총선거,tổng tuyển cử,elections
19828,100,제헌국회,quốc hội lập hiến,constitutional parliament
19829,100,제헌절,Ngày Lập Hiến (17.07),Constitutional Day (July 17)
19830,100,제정하다,"ban hành, quy định",promulgate regulations
19831,100,초대,"đời đầu, thế hệ đầu",early life
19832,100,선출되다,được bầu chọn,be voted
19833,100,수립되다,được thành lập,established
19834,100,당시,"lúc đó, đương thời","at that time, contemporary"
19835,100,여당,đảng cầm quyền,ruling party
19836,100,정권,chính quyền,government
19837,100,장기,trường kỳ,prolongation
19838,100,집권,sự cầm quyền,ruling
19839,100,국회의원,"đại biểu quốc hội, ủy viên quốc hội",National Assembly deputies and members
19840,100,개표,kiểm phiếu,tallying
19841,100,조작하다,ngụy tạo,FALSE
19842,100,반발하다,"phản kháng, chống đối","protest, protest"
19843,100,시위,"thị uy, biểu tình",demonstrate
19844,100,물러나다,rút khỏi,withdraw from
19845,100,정착,"sự định cư, bám rễ, gắn chặt",settlement
19846,100,의의를 지니다,mang ý nghĩa,meaning
19847,100,전개하다,triển khai phát triển,develope
19848,100,군인,"quân nhân, người thuộc quân đội","Military men, military personnel"
19849,100,회복,"hồi phục , khôi phục","recover, restore"
19850,100,진압하다,"trấn áp, đàn áp",subduct
19851,100,희생되다,bị hi sinh,be sacrificed
19852,100,충족하다,thỏa mãn,satisfy
19853,100,충돌하다,"xung đột, va chạm","conflict, collision"
19854,100,직선제,chế độ bầu cử trực tiếp,Direct election mode
19855,100,주장하다,"chủ trương, khẳng định","advocate, affirmative"
19856,100,확산되다,"được mở rộng, được phát triển, lan rộng","be expanded, developed, spread"
19857,100,개헌,sự sửa đổi hiến pháp,constitutional amendment
19858,100,이루어지다,"thiết lập, tạo thành, đạt được","set, form, gain"
19859,100,국정감사권,"quyền thanh tra nhà nước, quyền thanh tra chính phủ","State inspection rights, government inspection rights"
19860,100,행정부,Chính phủ,Goverment
19861,100,견제하다,"kìm hãm, cản trở, khống chế","restrain, hinder, control"
19862,100,부활하다,hồi sinh,revival
19863,100,균형,sự cân bằng,balance
19864,100,정당,chính đảng,political party
19865,100,이념,tư tưởng,thought
19866,100,복수정당제,chế độ đa đảng,Multi-party regime
19867,100,소속되다,"được thuộc về, được trực thuộc",to belong to
