ID,LessonID,Word,vi,en
16801,85,안팎,Trong và ngoài,Inside and outside
16802,85,접하다,"Tiếp nhận, đón nhận",meet
16803,85,습득하다,"Tiếp thu, học hỏi, tiếp nhận",Acquire
16804,85,유용하다,"Hữu dụng, có ích/ sử dụng trái phép",useful
16805,85,대중매체,Phương tiện thông tin đại chúng,Mass media
16806,85,상식,"Thường thức, kiến thức thông thường",Common sense
16807,85,흥미,Sự hứng thú,interest
16808,85,공중파,Sóng truyền hình,Airwaves
16809,85,채널,Kênh (truyền thông) (channel),channel
16810,85,방송하다,Phát sóng,Broadcast
16811,85,교양,"Học thức, tri thức",Culture
16812,85,오락,Giải trí,game
16813,85,두루,"Rộng lớn, bao la, bao quát, đồng đều, đều khắp",Throughout
16814,85,수신료,"Lệ phí cấp phép, phí đăng ký",License fee
16815,85,N(을/ 를 ) 비롯하다,"Bắt đầu từ, phát sinh từ, dẫn đầu…",Originates from N
16816,85,보여주다,"Cho thấy, trưng bày",to show
16817,85,일간지,"Nhật báo, báo phát hành hàng ngày",Daily
16818,85,전하다,"Truyền, chuyển, trao, đưa, lưu truyền…",impart
16819,85,정기구독,Đặt mua (sách báo) định kì,Subscription
16820,85,부담,"trọng trách, gánh nặng",Burden
16821,85,스스로,"Tự thân, tự mình, tự giác",myself
16822,85,찾아내다,"Tìm thấy, tìm ra",Find
16823,85,얻다,"Nhận được, có được",get
16824,85,널리,Một cách rộng rãi,extensively
16825,85,손쉽다,"Dễ sử dụng, dễ thực hiện",Easy
16826,85,문서,"Tài liệu, tư liệu",document
16827,85,분야,Lĩnh vực,Field
16828,85,주목하다,"Chú ý, để ý",pay attention
16829,85,의사소통하다,"Trao đổi, giao tiếp",Communicate
16830,85,파고들다,đi sâu vào,Dig
