ID,LessonID,Word,vi,en
21001,106,첨단산업,công nghiệp hiện đại,High-tech industry
21002,106,넘어서다,vượt qua,Over
21003,106,경제 불황,"suy thoái kinh tế, sự khủng hoảng kinh tế",Economic recession
21004,106,수출액,kim ngạch xuất khẩu,Exports
21005,106,차지하다,"giành, chiếm giữ",Occupy
21006,106,평면 TV,TV màn hình phẳng,Flat screen tv
21007,106,교역품목,hạng mục thương mại,Trade Items
21008,106,살펴보다,xem xét. suy xét,Take a look
21009,106,석유제품,sản phẩm dầu mỏ,Petroleum products
21010,106,선박,tàu thủy,Ship
21011,106,해양구조물,"cấu trúc ngoài khơi, cấu trúc hàng hải",Offshore structures
21012,106,무선통신기기,thiết bị liên lạc không dây,Wireless communication device
21013,106,상위를 차지하다,"chiếm vị trí cao, chiếm vị thế cao",Take the top
21014,106,거두다,"thu hoạch, thu gom",Reap
21015,106,더불어,"cùng nhau, cùng với, ngoài ra",together
21016,106,자유무역협정,hiệp định tự do thương mại (FTA),Free Trade Agreement
21017,106,발효,"phát huy hiệu lực, có hiệu lực",Fermentation
21018,106,타결되다,được thỏa thuận,Be settled
21019,106,관세,thuế quan,Customs
21020,106,자료,"tư liệu, dữ liệu",material
21021,106,국내총생산,tổng sản phẩm quốc nội,Gross domestic product
21022,106,순위,"vị trí, thứ bậc",ranking
21023,106,뒤바뀌다,bị đảo ngược,Reverse
21024,106,명목,danh nghĩa,Nominal
21025,106,선진국,nước phát triển,Developed countries
21026,106,갖추다,"có, trang bị",be equipped
21027,106,계기,"bước ngoặc, dấu mốc",turning point
21028,106,확대하다,mở rộng,Expand
21029,106,고려하다,"căn nhắc, suy tính đến",Consider
21030,106,지속가능한 성장,tăng trưởng bền vững,Sustainable growth
21031,106,과제,bài toán,problem
21032,106,추진하다,"xúc tiến, thúc đẩy",carry forward
21033,106,아시아유럽정상회의,hội nghị thượng đỉnh Á Âu,Asia Europe Summit
21034,106,아시아-태평양 지역,khu vực châu Á – Thái Bình Dương,Asia-Pacific
21035,106,회담,hội đàm,Talks
21036,106,대응하다,đối ứng,to deal with
21037,106,정상회의,"hội nghị thượng đỉnh, hội nghi cấp cao",Summit
21038,106,긴밀히,"một cách thân thiết, một cách gắn bó",Closely
21039,106,보답하다,"báo đáp, trả ơn",Reward
21040,106,개발원조위원회,ủy ban hỗ trợ phát triển và hợp tác kinh tế,Development Assistance Committee
21041,106,꼽힌다,"nằm trong, thuộc vào, được xếp vào",Considered
21042,106,제철소,nhà máy luyện thép,ironworks
21043,106,배수로,đường thoát nước,drain
21044,106,산림 보호,bảo vệ núi rừng,Forest protection
21045,106,고용하다,"thuê lao động, tuyển lao động",hire
21046,106,수익금,tiền lời,Proceeds
21047,106,소외계층,tầng lớp người bơ vơ trong xã hội,Underprivileged
21048,106,창업,"sáng lập, khởi nghiệp",founded
21049,106,역량,"năng lực, lực lượng",ability
21050,106,끌어내다,"mang ra, lấy ra",Draw out
