ID,LessonID,Word,vi,en
19201,97,제사,"lễ cúng giỗ, lễ cúng tế",sacrifice
19202,97,혼인 신고,đăng ký kết hôn,marriage registration
19203,97,결혼식을 치르다,"tổ chức đám cưới, thiết đãi tiệc cưới.","Wedding organization, wedding reception."
19204,97,예식장,nhà hàng tiệc cưới,wedding restaurant
19205,97,양가 가족,gia đình hai bên,family on both sides
19206,97,폐백,nghi lễ Pyebaek (việc cô dâu khi kết hôn lạy chào bố mẹ chồng và những người thân thích lớn tuổi bên nhà chồng),"Pyebaek rituals (when the bride gets married, bow to her parents-in-law and older relatives in her husband's house)"
19207,97,예,lễ,ceremony
19208,97,갖추다,"có, chuẩn bị, trang bị","have prepared, equipped"
19209,97,떠나보내다,tiễn đưa,farewell
19210,97,문상객,khách dự lễ tang,funeral guests
19211,97,맞이하다,tiếp đón,welcome
19212,97,묻다,chôn cất,burial
19213,97,화장하다,hỏa táng,cremation
19214,97,유족,"thân nhân, gia quyến",relative
19215,97,위로하다,an ủi,appease
19216,97,조의금,tiền phúng viếng,indispensable money
19217,97,절을 하다,lạy,prostrate
19218,97,추모하다,tưởng niệm,Memorial
19219,97,기리다,"tôn vinh, tưởng nhớ","honoring, remembering"
19220,97,덕,"đức, ơn đức",virtue
19221,97,대개,"đại bộ phận, phần lớn",the vast majority
19222,97,회복하다,hồi phục,recuperate
19223,97,벌이다,bày biện,furnished
19224,97,돌잡이,"Nghi lễ bày nhiều đồ vật khác nhau lên bàn tiệc sinh nhật đầu tiên của đứa trẻ và để cho đứa trẻ chọn lấy, qua đó dự đoán tương lai của đứa trẻ.","The ceremony presents various objects on the table of the child's first birthday party and lets the child choose to take it, thereby predicting the child's future."
19225,97,환갑,"hoàn giáp, lục tuần","armor, six weeks"
19226,97,평균 수명,tuổi thọ trung bình,average life expectancy
19227,97,복,phúc,blessed
19228,97,사시기,Việc sống (kính ngữ),Living (honorifics)
19229,97,길어지다,dài ra,get long
19230,97,칠순,70 tuổi,70 years old
19231,97,세월,năm tháng,five months
19232,97,가치,giá trị,value
19233,97,순수하다,"thuần khiết, thuần túy, vô tư, trong sáng","pure, pure, carefree, pure"
19234,97,오르다,"lên, leo lên","up, climb up"
